"";"CODIND";"NOMINDICADOR";"CATEGORIA";"PESTAÑA";"SEXO";"ASCENDENCIA";"QUINTIL";"DEPARTAMENTOUY";"URBANORURALUY";"EDAD";"POBRE";"NSE";"NIVELEDU";"PAÍS";"ANIO";"VALOR";"RESPONSABLE"
"684";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Monoparental femenino)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 3";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.099151556704367";"Sharon Katzkowicz"
"685";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Monoparental masculino)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 3";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0188262765960885";"Sharon Katzkowicz"
"686";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Extendido o compuesto)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 3";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0840434046135231";"Sharon Katzkowicz"
"687";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Extendido con núcleo monoparental)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 3";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0452038469642273";"Sharon Katzkowicz"
"688";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Sin núcleo)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 3";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0238765065859889";"Sharon Katzkowicz"
"689";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Unipersonal)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.101174123580053";"Sharon Katzkowicz"
"690";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Pareja sin hijos)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.208430091503571";"Sharon Katzkowicz"
"691";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Biparental)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.459028674442148";"Sharon Katzkowicz"
"692";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Monoparental femenino)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0855299454811737";"Sharon Katzkowicz"
"693";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Monoparental masculino)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0164389828958845";"Sharon Katzkowicz"
"694";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Extendido o compuesto)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0696180723579895";"Sharon Katzkowicz"
"695";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Extendido con núcleo monoparental)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0250379278567991";"Sharon Katzkowicz"
"696";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Sin núcleo)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 4";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0347421818823807";"Sharon Katzkowicz"
"697";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Unipersonal)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.168853979261775";"Sharon Katzkowicz"
"698";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Pareja sin hijos)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.27152685027324";"Sharon Katzkowicz"
"699";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Biparental)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.386164039478777";"Sharon Katzkowicz"
"700";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Monoparental femenino)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0732410984860832";"Sharon Katzkowicz"
"701";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Monoparental masculino)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0189567628614385";"Sharon Katzkowicz"
"702";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Extendido o compuesto)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.043945544569291";"Sharon Katzkowicz"
"703";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Extendido con núcleo monoparental)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0093526174231658";"Sharon Katzkowicz"
"704";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Sin núcleo)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Quintil 5";"Todos";"Total país";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0279591076462289";"Sharon Katzkowicz"
"705";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Unipersonal)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.0111492182824814";"Sharon Katzkowicz"
"706";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Pareja sin hijos)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.0205988415287594";"Sharon Katzkowicz"
"707";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Biparental)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.511012181800527";"Sharon Katzkowicz"
"708";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Monoparental femenino)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.20879782370333";"Sharon Katzkowicz"
"709";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Monoparental masculino)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.0135345666409692";"Sharon Katzkowicz"
"710";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Extendido o compuesto)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.0927389058460543";"Sharon Katzkowicz"
"711";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Extendido con núcleo monoparental)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.125812940748139";"Sharon Katzkowicz"
"712";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Sin núcleo)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"Pobre";"Todos";"Todos";"Uruguay";2021;"0.0163555214497391";"Sharon Katzkowicz"
"713";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Unipersonal)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.0693352067459545";"Sharon Katzkowicz"
"714";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Pareja sin hijos)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.149778205862049";"Sharon Katzkowicz"
"715";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Biparental)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.502794914004485";"Sharon Katzkowicz"
"716";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Monoparental femenino)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.101633702983291";"Sharon Katzkowicz"
"717";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Monoparental masculino)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.0169147938643659";"Sharon Katzkowicz"
"718";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Extendido o compuesto)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.0862685078716148";"Sharon Katzkowicz"
"719";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Extendido con núcleo monoparental)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.0465524925418505";"Sharon Katzkowicz"
"720";"502";"Distribución porcentual de las personas según tipo de hogar en el que residen (Sin núcleo)";"Familia y composición de los hogares";"Total país";"Todos";"Todos";"Todos";"Todos";"Total país";"Todos";"No pobre";"Todos";"Todos";"Uruguay";2021;"0.0267221761263893";"Sharon Katzkowicz"
"721";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja joven sin hijos)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0461795620662604";"Sharon Katzkowicz"
"722";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa inicial)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0667652225380981";"Sharon Katzkowicz"
"723";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Expansión o crecimiento)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.124975809470351";"Sharon Katzkowicz"
"724";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Consolidación)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.18104147943393";"Sharon Katzkowicz"
"725";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa de salida)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.198233340861285";"Sharon Katzkowicz"
"726";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja mayor sin hijos)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.15190037817346";"Sharon Katzkowicz"
"727";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Hoagres no familiares)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.230904207456616";"Sharon Katzkowicz"
"728";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja joven sin hijos)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0534523038127797";"Sharon Katzkowicz"
"729";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa inicial)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0661539736510062";"Sharon Katzkowicz"
"730";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Expansión o crecimiento)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.120525052033212";"Sharon Katzkowicz"
"731";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Consolidación)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.162242692284699";"Sharon Katzkowicz"
"732";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa de salida)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.167759670067636";"Sharon Katzkowicz"
"733";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja mayor sin hijos)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.203051314859595";"Sharon Katzkowicz"
"734";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Hoagres no familiares)";"Familia y composición de los hogares";"País urbano";"Varones";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.226814993291072";"Sharon Katzkowicz"
"735";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja joven sin hijos)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0400613909085255";"Sharon Katzkowicz"
"736";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa inicial)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0672225061854116";"Sharon Katzkowicz"
"737";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Expansión o crecimiento)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.127213502016275";"Sharon Katzkowicz"
"738";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Consolidación)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.196761148787477";"Sharon Katzkowicz"
"739";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa de salida)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.225910935063243";"Sharon Katzkowicz"
"740";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja mayor sin hijos)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.104720937488234";"Sharon Katzkowicz"
"741";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Hoagres no familiares)";"Familia y composición de los hogares";"País urbano";"Mujeres";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.238109579550835";"Sharon Katzkowicz"
"742";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja joven sin hijos)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.227789678991425";"Sharon Katzkowicz"
"743";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa inicial)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.252306014078856";"Sharon Katzkowicz"
"744";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Expansión o crecimiento)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.220031663293307";"Sharon Katzkowicz"
"745";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Consolidación)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.00559118801345404";"Sharon Katzkowicz"
"746";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa de salida)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0011782161608977";"Sharon Katzkowicz"
"747";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja mayor sin hijos)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.00020262977410565";"Sharon Katzkowicz"
"748";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Hoagres no familiares)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Menor de 30 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.292900609687955";"Sharon Katzkowicz"
"749";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja joven sin hijos)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0913950996218926";"Sharon Katzkowicz"
"750";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa inicial)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.144651591149592";"Sharon Katzkowicz"
"751";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Expansión o crecimiento)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.291160902458694";"Sharon Katzkowicz"
"752";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Consolidación)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.270690408160626";"Sharon Katzkowicz"
"753";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa de salida)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0283141524543267";"Sharon Katzkowicz"
"754";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja mayor sin hijos)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0205186679203192";"Sharon Katzkowicz"
"755";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Hoagres no familiares)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 30 y 44 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.153269178234549";"Sharon Katzkowicz"
"756";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja joven sin hijos)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.00340202821938474";"Sharon Katzkowicz"
"757";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa inicial)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.012018127282652";"Sharon Katzkowicz"
"758";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Expansión o crecimiento)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0649176354349515";"Sharon Katzkowicz"
"759";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Consolidación)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.275734910594762";"Sharon Katzkowicz"
"760";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa de salida)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.315937321797203";"Sharon Katzkowicz"
"761";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja mayor sin hijos)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.154893287785133";"Sharon Katzkowicz"
"762";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Hoagres no familiares)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"Entre 45 y 64 años";"Todos";"Todos";"Todos";"Uruguay";2021;"0.173096688885914";"Sharon Katzkowicz"
"763";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja joven sin hijos)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0";"Sharon Katzkowicz"
"764";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa inicial)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0.000162812547325486";"Sharon Katzkowicz"
"765";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Expansión o crecimiento)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0.00151667367530771";"Sharon Katzkowicz"
"766";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Consolidación)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0.00592938304646661";"Sharon Katzkowicz"
"767";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa de salida)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0.275419281068601";"Sharon Katzkowicz"
"768";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja mayor sin hijos)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0.338951607023555";"Sharon Katzkowicz"
"769";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Hoagres no familiares)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Todos";"Todos";"Urbano (más de 5.000 habitantes)";"65 años o más";"Todos";"Todos";"Todos";"Uruguay";2021;"0.378020242638743";"Sharon Katzkowicz"
"770";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Pareja joven sin hijos)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 1";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0143335573466073";"Sharon Katzkowicz"
"771";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa inicial)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 1";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.0914718406068799";"Sharon Katzkowicz"
"772";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Expansión o crecimiento)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 1";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.249019111702645";"Sharon Katzkowicz"
"773";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Consolidación)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 1";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.344415313823828";"Sharon Katzkowicz"
"774";"503";"Distribución porcentual de los hogares según ciclo de vida del hogar (Etapa de salida)";"Familia y composición de los hogares";"País urbano";"Todos";"Todos";"Quintil 1";"Todos";"Urbano (más de 5.000 habitantes)";"Todos";"Todos";"Todos";"Todos";"Uruguay";2021;"0.190667023359648";"Sharon Katzkowicz"
